5.638140487670898438e+01,-8.787877082824707031e+00
3.236825942993164062e+01,-1.224870586395263672e+01
3.938899612426757812e+01,-5.324705886840820312e+01
5.125473022460937500e+01,-2.546019554138183594e+01
2.142104911804199219e+01,-2.717779541015625000e+01
3.383992385864257812e+01,-3.492386627197265625e+01
4.137673568725585938e+01,-5.514754867553710938e+01
4.909719085693359375e+01,-3.782057952880859375e+01
5.684495162963867188e+01,-3.501956558227539062e+01
5.938367080688476562e+01,-1.106631851196289062e+01
2.413725090026855469e+01,-4.830890655517578125e+01
1.873715591430664062e+01,-2.163543510437011719e+01
2.475751304626464844e+01,-2.424214553833007812e+01
4.778241729736328125e+01,-3.683063888549804688e+01
4.897776412963867188e+01,-3.972144317626953125e+01
2.007573127746582031e+01,-2.000931167602539062e+01
5.236018371582031250e+01,-1.376837253570556641e+01
2.968875694274902344e+01,-1.619335937500000000e+01
4.448768997192382812e+01,-2.355143165588378906e+01
6.173684310913085938e+01,-1.721905517578125000e+01
6.657344818115234375e+01,-2.305515861511230469e+01
4.929489135742187500e+01,-9.478278160095214844e+00
3.096948814392089844e+01,-1.782106208801269531e+01
5.474937820434570312e+01,-3.374634933471679688e+01
2.064637565612792969e+01,-1.764028358459472656e+01
5.908066558837890625e+01,-3.004262542724609375e+01
3.095773315429687500e+01,-1.404802417755126953e+01
3.924173355102539062e+01,-5.013182449340820312e+01
4.522984695434570312e+01,-1.010395336151123047e+01
2.975693511962890625e+01,-1.269034862518310547e+01
6.173743057250976562e+01,-2.632539176940917969e+01
5.110058975219726562e+01,-5.502242088317871094e+00
6.282885360717773438e+01,-1.773328018188476562e+01
4.192119216918945312e+01,-5.521430587768554688e+01
5.698868179321289062e+01,-1.277192592620849609e+01
2.573880195617675781e+01,-4.639156341552734375e+01
4.350197219848632812e+01,-5.187178039550781250e+01
4.824484634399414062e+01,-3.817499923706054688e+01
2.878283119201660156e+01,-4.048765945434570312e+01
5.663494873046875000e+01,-3.159416770935058594e+01
4.605795288085937500e+01,-3.852258682250976562e+01
