6.019836044311523438e+01,-8.973874092102050781e+00
2.463406753540039062e+01,-5.809090805053710938e+01
3.306937217712402344e+00,1.008550739288330078e+01
3.683281326293945312e+01,-6.902591705322265625e+01
5.605885696411132812e+01,9.758265495300292969e+00
3.983863830566406250e+01,2.156293106079101562e+01
6.007262039184570312e+01,2.408539199829101562e+01
3.678701782226562500e+01,-5.507855606079101562e+01
2.485362243652343750e+01,-5.424725341796875000e+01
1.894214439392089844e+01,-3.792388439178466797e+00
3.910787200927734375e+01,-6.597407531738281250e+01
3.423249435424804688e+01,-5.374209976196289062e+01
6.272328186035156250e+01,1.161150741577148438e+01
5.547525405883789062e+01,1.987238311767578125e+01
6.427922821044921875e+01,-2.997584581375122070e+00
1.634210968017578125e+01,-2.936353302001953125e+01
3.803034210205078125e+01,-5.466499328613281250e+01
7.261388397216796875e+01,-1.099611091613769531e+01
7.344084167480468750e+01,2.654985809326171875e+01
2.777302360534667969e+01,-4.658616256713867188e+01
6.836567687988281250e+01,-3.520568132400512695e+00
6.138003540039062500e+01,-6.295626163482666016e+00
6.784082889556884766e+00,-1.987056732177734375e+01
1.360630989074707031e+00,1.046544456481933594e+01
7.403482055664062500e+01,-6.993554830551147461e-01
6.533164978027343750e+01,-3.040926694869995117e+00
4.212565231323242188e+01,2.514468383789062500e+01
-8.385983467102050781e+00,-9.807389259338378906e+00
3.483582305908203125e+01,1.641372680664062500e+01
5.295127105712890625e+01,1.959284973144531250e+01
3.839944076538085938e+01,-4.835533142089843750e+01
6.970838928222656250e+01,1.878870773315429688e+01
6.073690032958984375e+01,1.428976154327392578e+01
2.484348106384277344e+01,-5.657264709472656250e+01
3.770228958129882812e+01,-6.813095092773437500e+01
2.612128067016601562e+01,-5.752016830444335938e+01
1.112331771850585938e+01,-2.602631950378417969e+01
6.147907257080078125e+01,9.730212211608886719e+00
3.136378526687622070e+00,9.965315818786621094e+00
7.514106750488281250e+01,-2.693594932556152344e+00
1.498704433441162109e+01,-2.691605186462402344e+01
3.851872253417968750e+01,-5.616526031494140625e+01
6.667707824707031250e+01,1.805555725097656250e+01
3.371561813354492188e+01,-6.290152740478515625e+01
3.889568328857421875e+01,-5.663856124877929688e+01
1.693309783935546875e+01,-2.837084770202636719e+01
3.847214126586914062e+01,2.033839035034179688e+01
1.624652671813964844e+01,-4.601713943481445312e+01
6.812320709228515625e+01,-3.113792181015014648e+00
3.736431884765625000e+01,-6.727121734619140625e+01
